developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
IFS672/affordable-housing_on-site,0,2,affordable-housing,IFS672,local-authority-eng:ERY,2020-12-31,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS672-affordable-housing-on-site
IFS672/affordable-housing_off-site,31655,,affordable-housing,IFS672,local-authority-eng:ERY,2020-12-31,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS672-affordable-housing-off-site
IFS670/open-space-and-leisure_off-site,17975,,open-space-and-leisure,IFS670,local-authority-eng:ERY,2020-12-31,2019-08-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS670-open-space-and-leisure-off-site
IFS670/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS670,local-authority-eng:ERY,2020-12-31,2019-08-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS670-open-space-and-leisure-on-site
IFS660/affordable-housing_on-site,0,11,affordable-housing,IFS660,local-authority-eng:ERY,2020-12-31,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS660-affordable-housing-on-site
IFS660/education,38950,,education,IFS660,local-authority-eng:ERY,2020-12-31,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS660-education
IFS660/open-space-and-leisure_on-site,40822,,open-space-and-leisure,IFS660,local-authority-eng:ERY,2020-12-31,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS660-open-space-and-leisure-on-site
IFS660_other_pspo,500,,other,IFS660,local-authority-eng:ERY,2020-12-31,2019-06-14,,/developer-agreement-contribution/local-authority-eng/ERY/IFS660-other-pspo
IFS681/open-space-and-leisure_off-site,30791,,open-space-and-leisure,IFS681,local-authority-eng:ERY,2020-12-31,2019-11-12,,/developer-agreement-contribution/local-authority-eng/ERY/IFS681-open-space-and-leisure-off-site
IFS692/affordable-housing_on-site,0,2,affordable-housing,IFS692,local-authority-eng:ERY,2020-12-31,2020-02-20,2020-02-20,/developer-agreement-contribution/local-authority-eng/ERY/IFS692-affordable-housing-on-site
IFS692/affordable-housing_off-site,19480,,affordable-housing,IFS692,local-authority-eng:ERY,2020-12-31,2020-02-20,2020-02-20,/developer-agreement-contribution/local-authority-eng/ERY/IFS692-affordable-housing-off-site
IFS692/open-space-and-leisure_off-site,66771,,open-space-and-leisure,IFS692,local-authority-eng:ERY,2020-12-31,2020-02-20,2020-02-20,/developer-agreement-contribution/local-authority-eng/ERY/IFS692-open-space-and-leisure-off-site
IFS654/open-space-and-leisure_off-site,100575,,open-space-and-leisure,IFS654,local-authority-eng:ERY,2020-12-31,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-open-space-and-leisure-off-site
IFS654/open-space-and-leisure_on-site,7344,,open-space-and-leisure,IFS654,local-authority-eng:ERY,2020-12-31,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-open-space-and-leisure-on-site
IFS654/other_pspo,500,,other,IFS654,local-authority-eng:ERY,2020-12-31,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-other-pspo
IFS654/affordable-housing_on-site,0,8,affordable-housing,IFS654,local-authority-eng:ERY,2020-12-31,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-affordable-housing-on-site
IFS654/affordable-housing_off-site,30900,,affordable-housing,IFS654,local-authority-eng:ERY,2020-12-31,2019-04-04,,/developer-agreement-contribution/local-authority-eng/ERY/IFS654-affordable-housing-off-site
IFS673/affordable-housing_off-site,15450,,affordable-housing,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-affordable-housing-off-site
IFS673/affordable-housing_on-site,0,87,affordable-housing,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-affordable-housing-on-site
IFS673/transport-public-transport,5700,,transport,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-transport-public-transport
IFS673/transport-bus-stop,100,,transport,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-transport-bus-stop
IFS673/highways-improvement,501500,,highways,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-highways-improvement
IFS673/highways-management,300000,,highways,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-highways-management
IFS673/open-space-and-leisure_off-site,473750.6,,open-space-and-leisure,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-open-space-and-leisure-off-site
IFS673/open-space-and-leisure_on-site,0,11,open-space-and-leisure,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-open-space-and-leisure-on-site
IFS673/other_pspo,500,,other,IFS673,local-authority-eng:ERY,2020-12-31,2019-09-16,,/developer-agreement-contribution/local-authority-eng/ERY/IFS673-other-pspo
IFS656_other_to-retain-land-in-same-ownership,0,1,other,IFS656,local-authority-eng:ERY,2020-12-31,2019-04-12,,/developer-agreement-contribution/local-authority-eng/ERY/IFS656-other-to-retain-land-in-same-ownership
IFS667/affordable-housing_on-site,0,9,affordable-housing,IFS667,local-authority-eng:ERY,2020-12-31,2019-07-30,,/developer-agreement-contribution/local-authority-eng/ERY/IFS667-affordable-housing-on-site
IFS667/open-space-and-leisure_off-site,122177,,open-space-and-leisure,IFS667,local-authority-eng:ERY,2020-12-31,2019-07-30,,/developer-agreement-contribution/local-authority-eng/ERY/IFS667-open-space-and-leisure-off-site
IFS667/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS667,local-authority-eng:ERY,2020-12-31,2019-07-30,,/developer-agreement-contribution/local-authority-eng/ERY/IFS667-open-space-and-leisure-on-site
IFS679/affordable-housing_on-site,0,30,affordable-housing,IFS679,local-authority-eng:ERY,2020-12-31,2019-10-15,,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-affordable-housing-on-site
IFS679/affordable-housing_off-site,14450,,affordable-housing,IFS679,local-authority-eng:ERY,2020-12-31,2019-10-15,,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-affordable-housing-off-site
IFS679/open-space-and-leisure_off-site,304953,,open-space-and-leisure,IFS679,local-authority-eng:ERY,2020-12-31,2019-10-15,,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-open-space-and-leisure-off-site
IFS679/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS679,local-authority-eng:ERY,2020-12-31,2019-10-15,,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-open-space-and-leisure-on-site
IFS679/other_pspo,500,,other,IFS679,local-authority-eng:ERY,2020-12-31,2019-10-15,,/developer-agreement-contribution/local-authority-eng/ERY/IFS679-other-pspo
IFS655/education,236400,,education,IFS655,local-authority-eng:ERY,2020-12-31,2019-04-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-education
IFS655/open-space-and-leisure_off-site,369446,,open-space-and-leisure,IFS655,local-authority-eng:ERY,2020-12-31,2019-04-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-open-space-and-leisure-off-site
IFS655/affordable-housing_on-site,0,25,affordable-housing,IFS655,local-authority-eng:ERY,2020-12-31,2019-04-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS655-affordable-housing-on-site
IFS688/affordable-housing_on-site,0,9,affordable-housing,IFS688,local-authority-eng:ERY,2020-12-31,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-affordable-housing-on-site
IFS688/education,56416,,education,IFS688,local-authority-eng:ERY,2020-12-31,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-education
IFS688/open-space-and-leisure_off-site,65569,,open-space-and-leisure,IFS688,local-authority-eng:ERY,2020-12-31,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-open-space-and-leisure-off-site
IFS688/open-space-and-leisure_on-site,16638,,open-space-and-leisure,IFS688,local-authority-eng:ERY,2020-12-31,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-open-space-and-leisure-on-site
IFS688/other_pspo,500,,other,IFS688,local-authority-eng:ERY,2020-12-31,2020-01-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS688-other-pspo
IFS677/affordable-housing_on-site,0,3,affordable-housing,IFS677,local-authority-eng:ERY,2020-12-31,2019-10-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS677-affordable-housing-on-site
IFS677/open-space-and-leisure_off-site,26160,,open-space-and-leisure,IFS677,local-authority-eng:ERY,2020-12-31,2019-10-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS677-open-space-and-leisure-off-site
IFS677/open-space-and-leisure_on-site,6408,,open-space-and-leisure,IFS677,local-authority-eng:ERY,2020-12-31,2019-10-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS677-open-space-and-leisure-on-site
IFS677/other_pspo,500,,other,IFS677,local-authority-eng:ERY,2020-12-31,2019-10-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS677-other-pspo
IFS675/education,0,0,education,IFS675,local-authority-eng:ERY,2020-12-31,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-education
IFS675_highways_footbridge-contribution,0,1,highways,IFS675,local-authority-eng:ERY,2020-12-31,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-highways-footbridge-contribution
IFS675_highways_improvement,0,1,highways,IFS675,local-authority-eng:ERY,2020-12-31,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-highways-improvement
IFS675/open-space-and-leisure_off-site,0,4,open-space-and-leisure,IFS675,local-authority-eng:ERY,2020-12-31,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-open-space-and-leisure-off-site
IFS675/open-space-and-leisure_on-site,116734,,open-space-and-leisure,IFS675,local-authority-eng:ERY,2020-12-31,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-open-space-and-leisure-on-site
IFS675_highways_link-road,0,1,highways,IFS675,local-authority-eng:ERY,2020-12-31,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-highways-link-road
IFS675/affordable-housing_off-site,49200,,affordable-housing,IFS675,local-authority-eng:ERY,2020-12-31,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-affordable-housing-off-site
IFS675/affordable-housing_on-site,0,63,affordable-housing,IFS675,local-authority-eng:ERY,2020-12-31,2019-10-09,,/developer-agreement-contribution/local-authority-eng/ERY/IFS675-affordable-housing-on-site
IFS663/open-space-and-leisure_off-site,76712,,open-space-and-leisure,IFS663,local-authority-eng:ERY,2020-12-31,2019-07-01,,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-open-space-and-leisure-off-site
IFS663/highways_tro,4000,,highways,IFS663,local-authority-eng:ERY,2020-12-31,2019-07-01,,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-highways-tro
IFS663/affordable-housing_on-site,0,7,affordable-housing,IFS663,local-authority-eng:ERY,2020-12-31,2019-07-01,,/developer-agreement-contribution/local-authority-eng/ERY/IFS663-affordable-housing-on-site
IFS686/affordable-housing_off-site,30900,,affordable-housing,IFS686,local-authority-eng:ERY,2020-12-31,2019-11-29,2019-11-29,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-affordable-housing-off-site
IFS685/affordable-housing_off-site,30900,,affordable-housing,IFS685,local-authority-eng:ERY,2020-12-31,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-affordable-housing-off-site
IFS686/affordable-housing_on-site,0,31,affordable-housing,IFS686,local-authority-eng:ERY,2020-12-31,2019-11-29,2019-11-29,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-affordable-housing-on-site
IFS685/affordable-housing_on-site,0,31,affordable-housing,IFS685,local-authority-eng:ERY,2020-12-31,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-affordable-housing-on-site
IFS686/education,255000,,education,IFS686,local-authority-eng:ERY,2020-12-31,2019-11-29,2019-11-29,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-education
IFS685/education,255000,,education,IFS685,local-authority-eng:ERY,2020-12-31,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-education
IFS676/education,0,0,education,IFS676,local-authority-eng:ERY,2020-12-31,2019-10-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS676-education
IFS664/affordable-housing_off-site,15450,,affordable-housing,IFS664,local-authority-eng:ERY,2020-12-31,2019-07-05,,/developer-agreement-contribution/local-authority-eng/ERY/IFS664-affordable-housing-off-site
IFS696/open-space-and-leisure_off-site,338860,,open-space-and-leisure,IFS696,local-authority-eng:ERY,2020-12-31,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-open-space-and-leisure-off-site
IFS696/open-space-and-leisure_on-site,180774,,open-space-and-leisure,IFS696,local-authority-eng:ERY,2020-12-31,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-open-space-and-leisure-on-site
IFS696/other_pspo,500,,other,IFS696,local-authority-eng:ERY,2020-12-31,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-other-pspo
IFS696/affordable-housing_on-site,0,10,affordable-housing,IFS696,local-authority-eng:ERY,2020-12-31,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-affordable-housing-on-site
IFS696/affordable-housing_off-site,14220,,affordable-housing,IFS696,local-authority-eng:ERY,2020-12-31,2020-03-03,,/developer-agreement-contribution/local-authority-eng/ERY/IFS696-affordable-housing-off-site
IFS666/affordable-housing_off-site,5780,,affordable-housing,IFS666,local-authority-eng:ERY,2020-12-31,2019-07-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS666-affordable-housing-off-site
IFS666/open-space-and-leisure_off-site,506,,open-space-and-leisure,IFS666,local-authority-eng:ERY,2020-12-31,2019-07-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS666-open-space-and-leisure-off-site
IFS686/open-space-and-leisure_off-site,291996,,open-space-and-leisure,IFS686,local-authority-eng:ERY,2020-12-31,2019-11-29,2019-11-29,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-open-space-and-leisure-off-site
IFS685/open-space-and-leisure_off-site-1,291996,,open-space-and-leisure,IFS685,local-authority-eng:ERY,2020-12-31,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-open-space-and-leisure-off-site-1
IFS685/open-space-and-leisure_off-site-2,8488,,open-space-and-leisure,IFS685,local-authority-eng:ERY,2020-12-31,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-open-space-and-leisure-off-site-2
IFS686/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS686,local-authority-eng:ERY,2020-12-31,2019-11-29,2019-11-29,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-open-space-and-leisure-on-site
IFS685/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS685,local-authority-eng:ERY,2020-12-31,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-open-space-and-leisure-on-site
IFS686/other_pspo,500,,other,IFS686,local-authority-eng:ERY,2020-12-31,2019-11-29,2019-11-29,/developer-agreement-contribution/local-authority-eng/ERY/IFS686-other-pspo
IFS685/other_pspo,500,,other,IFS685,local-authority-eng:ERY,2020-12-31,2019-11-29,,/developer-agreement-contribution/local-authority-eng/ERY/IFS685-other-pspo
IFS658/open-space-and-leisure_off-site-1,62812,,open-space-and-leisure,IFS658,local-authority-eng:ERY,2020-12-31,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-off-site-1
IFS658/open-space-and-leisure_on-site,852,,open-space-and-leisure,IFS658,local-authority-eng:ERY,2020-12-31,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-on-site
IFS658/open-space-and-leisure_off-site-2,568,,open-space-and-leisure,IFS658,local-authority-eng:ERY,2020-12-31,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-open-space-and-leisure-off-site-2
IFS658/green-infrastructure_landscaping,0,1,green-infrastructure,IFS658,local-authority-eng:ERY,2020-12-31,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-green-infrastructure-landscaping
IFS658/affordable-housing_on-site,0,5,affordable-housing,IFS658,local-authority-eng:ERY,2020-12-31,2019-05-13,,/developer-agreement-contribution/local-authority-eng/ERY/IFS658-affordable-housing-on-site
IFS695/open-space-and-leisure_off-site,5225,,open-space-and-leisure,IFS695,local-authority-eng:ERY,2020-12-31,2020-02-26,,/developer-agreement-contribution/local-authority-eng/ERY/IFS695-open-space-and-leisure-off-site
IFS687/affordable-housing_on-site,0,87,affordable-housing,IFS687,local-authority-eng:ERY,2020-12-31,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-affordable-housing-on-site
IFS687/affordable-housing_off-site,15450,,affordable-housing,IFS687,local-authority-eng:ERY,2020-12-31,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-affordable-housing-off-site
IFS687/highways_improvement,23951,,highways,IFS687,local-authority-eng:ERY,2020-12-31,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-highways-improvement
IFS687/education,333408,,education,IFS687,local-authority-eng:ERY,2020-12-31,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-education
IFS687/open-space-and-leisure_off-site,831154,,open-space-and-leisure,IFS687,local-authority-eng:ERY,2020-12-31,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-open-space-and-leisure-off-site
IFS687/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS687,local-authority-eng:ERY,2020-12-31,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-open-space-and-leisure-on-site
IFS687/other_pspo,500,,other,IFS687,local-authority-eng:ERY,2020-12-31,2019-12-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS687-other-pspo
IFS689/open-space-and-leisure_off-site,17512,,open-space-and-leisure,IFS689,local-authority-eng:ERY,2020-12-31,2020-02-05,,/developer-agreement-contribution/local-authority-eng/ERY/IFS689-open-space-and-leisure-off-site
IFS689/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS689,local-authority-eng:ERY,2020-12-31,2020-02-05,,/developer-agreement-contribution/local-authority-eng/ERY/IFS689-open-space-and-leisure-on-site
IFS683/open-space-and-leisure_off-site,58151,,open-space-and-leisure,IFS683,local-authority-eng:ERY,2020-12-31,2019-11-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS683-open-space-and-leisure-off-site
IFS683/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS683,local-authority-eng:ERY,2020-12-31,2019-11-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS683-open-space-and-leisure-on-site
IFS683/affordable-housing_on-site,0,8,affordable-housing,IFS683,local-authority-eng:ERY,2020-12-31,2019-11-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS683-affordable-housing-on-site
IFS683/affordable-housing_off-site,14450,,affordable-housing,IFS683,local-authority-eng:ERY,2020-12-31,2019-11-20,,/developer-agreement-contribution/local-authority-eng/ERY/IFS683-affordable-housing-off-site
IFS671/education,45018.3,,education,IFS671,local-authority-eng:ERY,2020-12-31,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-education
IFS671/highways-improvement,6923.1,,highways,IFS671,local-authority-eng:ERY,2020-12-31,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-highways-improvement
IFS671/highways-improvement,13747.3,,highways,IFS671,local-authority-eng:ERY,2020-12-31,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-highways-improvement
IFS671/open-space-and-leisure_off-site,49382.9,,open-space-and-leisure,IFS671,local-authority-eng:ERY,2020-12-31,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-open-space-and-leisure-off-site
IFS671/affordable-housing_on-site,0,2,affordable-housing,IFS671,local-authority-eng:ERY,2020-12-31,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-affordable-housing-on-site
IFS671/affordable-housing_off-site,32800,,affordable-housing,IFS671,local-authority-eng:ERY,2020-12-31,2019-09-10,,/developer-agreement-contribution/local-authority-eng/ERY/IFS671-affordable-housing-off-site
IFS680/affordable-housing_on-site,0,14,affordable-housing,IFS680,local-authority-eng:ERY,2020-12-31,2019-10-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-affordable-housing-on-site
IFS680/education,142408,,education,IFS680,local-authority-eng:ERY,2020-12-31,2019-10-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-education
IFS680/open-space-and-leisure_off-site,186944,,open-space-and-leisure,IFS680,local-authority-eng:ERY,2020-12-31,2019-10-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-open-space-and-leisure-off-site
IFS680/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS680,local-authority-eng:ERY,2020-12-31,2019-10-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-open-space-and-leisure-on-site
IFS680/other_pspo,500,,other,IFS680,local-authority-eng:ERY,2020-12-31,2019-10-21,,/developer-agreement-contribution/local-authority-eng/ERY/IFS680-other-pspo
IFS690/open-space-and-leisure_off-site,1744,,open-space-and-leisure,IFS690,local-authority-eng:ERY,2020-12-31,2020-02-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS690-open-space-and-leisure-off-site
IFS690/affordable-housing_off-site,9740,,affordable-housing,IFS690,local-authority-eng:ERY,2020-12-31,2020-02-11,,/developer-agreement-contribution/local-authority-eng/ERY/IFS690-affordable-housing-off-site
IFS699/open-space-and-leisure_off-site,145954,,open-space-and-leisure,IFS699,local-authority-eng:ERY,2020-12-31,2020-03-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS699-open-space-and-leisure-off-site
IFS699/open-space-and-leisure_on-site,0,1,open-space-and-leisure,IFS699,local-authority-eng:ERY,2020-12-31,2020-03-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS699-open-space-and-leisure-on-site
IFS699/other_pspo,500,,other,IFS699,local-authority-eng:ERY,2020-12-31,2020-03-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS699-other-pspo
IFS699/affordable-housing_on-site,0,17,affordable-housing,IFS699,local-authority-eng:ERY,2020-12-31,2020-03-24,,/developer-agreement-contribution/local-authority-eng/ERY/IFS699-affordable-housing-on-site
IFS698/education,10830,,education,IFS698,local-authority-eng:ERY,2020-12-31,2020-03-18,,/developer-agreement-contribution/local-authority-eng/ERY/IFS698-education
