developer-agreement-contribution,amount,units,contribution-purpose,developer-agreement,organisation,entry-date,start-date,end-date,slug
49236/96-dc1,1480.42,,open-space-and-leisure,49236/96-da,local-authority-eng:BOL,2020-03-31,1997-02-17,,/developer-agreement-contribution/local-authority-eng/BOL/49236-96-dc1
48883/96-dc1,893.15,,open-space-and-leisure,48883/96-da,local-authority-eng:BOL,2020-03-31,1997-04-18,,/developer-agreement-contribution/local-authority-eng/BOL/48883-96-dc1
49236/96-dc2,11874.79,,open-space-and-leisure,49236/96-da,local-authority-eng:BOL,2020-03-31,1997-02-17,,/developer-agreement-contribution/local-authority-eng/BOL/49236-96-dc2
55870/99-dc1,28438,,open-space-and-leisure,55870/99-da,local-authority-eng:BOL,2020-03-31,2000-04-07,,/developer-agreement-contribution/local-authority-eng/BOL/55870-99-dc1
59154/01-dc1,2423.26,,open-space-and-leisure,59154/01-da,local-authority-eng:BOL,2020-03-31,2001-11-16,,/developer-agreement-contribution/local-authority-eng/BOL/59154-01-dc1
48793/96-dc1,3711.5,,open-space-and-leisure,48793/96-da,local-authority-eng:BOL,2020-03-31,1996-08-25,,/developer-agreement-contribution/local-authority-eng/BOL/48793-96-dc1
48793/96-dc2,2020.8,,open-space-and-leisure,48793/96-da,local-authority-eng:BOL,2020-03-31,1996-08-25,,/developer-agreement-contribution/local-authority-eng/BOL/48793-96-dc2
50028/97-dc1,18000,,open-space-and-leisure,50028/97-da,local-authority-eng:BOL,2020-03-31,1997-12-24,,/developer-agreement-contribution/local-authority-eng/BOL/50028-97-dc1
45255/94-dc1,5652.75,,open-space-and-leisure,45255/94-da,local-authority-eng:BOL,2020-03-31,1995-03-13,,/developer-agreement-contribution/local-authority-eng/BOL/45255-94-dc1
59315/01-dc1,1931.98,,open-space-and-leisure,59315/01-da,local-authority-eng:BOL,2020-03-31,2001-11-01,,/developer-agreement-contribution/local-authority-eng/BOL/59315-01-dc1
48401/96-dc1,6717.44,,open-space-and-leisure,48401/96-da,local-authority-eng:BOL,2020-03-31,1996-09-12,,/developer-agreement-contribution/local-authority-eng/BOL/48401-96-dc1
54285/99-dc1,600,,open-space-and-leisure,54285/99-da,local-authority-eng:BOL,2020-03-31,1998-12-08,,/developer-agreement-contribution/local-authority-eng/BOL/54285-99-dc1
63515/02-dc1,7367.72,,open-space-and-leisure,63515/02-da,local-authority-eng:BOL,2020-03-31,2003-03-21,,/developer-agreement-contribution/local-authority-eng/BOL/63515-02-dc1
63993/03-dc1,8289.13,,open-space-and-leisure,63993/03-da,local-authority-eng:BOL,2020-03-31,2003-07-10,,/developer-agreement-contribution/local-authority-eng/BOL/63993-03-dc1
49577/96-dc1,14493.78,,open-space-and-leisure,49577/96-da,local-authority-eng:BOL,2020-03-31,1998-04-08,,/developer-agreement-contribution/local-authority-eng/BOL/49577-96-dc1
36912/92-dc1,15464.38,,open-space-and-leisure,36912/92-da,local-authority-eng:BOL,2020-03-31,1991-01-30,,/developer-agreement-contribution/local-authority-eng/BOL/36912-92-dc1
64023/03-dc1,25275,,open-space-and-leisure,64023/03-da,local-authority-eng:BOL,2020-03-31,2003-10-31,,/developer-agreement-contribution/local-authority-eng/BOL/64023-03-dc1
75492/06-dc1,1050,,open-space-and-leisure,75492/06-da,local-authority-eng:BOL,2020-03-31,2006-12-05,,/developer-agreement-contribution/local-authority-eng/BOL/75492-06-dc1
67373/04-dc1,827.24,,open-space-and-leisure,67373/04-da,local-authority-eng:BOL,2020-03-31,2005-01-26,,/developer-agreement-contribution/local-authority-eng/BOL/67373-04-dc1
68726/04-dc1,885.21,,open-space-and-leisure,68726/04-da,local-authority-eng:BOL,2020-03-31,2004-12-21,,/developer-agreement-contribution/local-authority-eng/BOL/68726-04-dc1
77241/07-dc1,14350,,open-space-and-leisure,77241/07-da,local-authority-eng:BOL,2020-03-31,2007-07-13,,/developer-agreement-contribution/local-authority-eng/BOL/77241-07-dc1
70243/05-dc3,14834.71,,open-space-and-leisure,70243/05-da,local-authority-eng:BOL,2020-03-31,2005-08-19,,/developer-agreement-contribution/local-authority-eng/BOL/70243-05-dc3
49577/96-dc2,23571.01,,open-space-and-leisure,49577/96-da,local-authority-eng:BOL,2020-03-31,1998-04-08,,/developer-agreement-contribution/local-authority-eng/BOL/49577-96-dc2
65785/03-dc1,46552.85,,open-space-and-leisure,65785/03-da,local-authority-eng:BOL,2020-03-31,2004-11-25,,/developer-agreement-contribution/local-authority-eng/BOL/65785-03-dc1
79867/08-dc1,841.65,,open-space-and-leisure,79867/08-da,local-authority-eng:BOL,2020-03-31,2008-05-30,,/developer-agreement-contribution/local-authority-eng/BOL/79867-08-dc1
67335/04-dc1,60255.8,,open-space-and-leisure,67335/04-da,local-authority-eng:BOL,2020-03-31,2005-06-17,,/developer-agreement-contribution/local-authority-eng/BOL/67335-04-dc1
75848/06-dc1,14977.1,,open-space-and-leisure,75848/06-da,local-authority-eng:BOL,2020-03-31,2007-01-08,,/developer-agreement-contribution/local-authority-eng/BOL/75848-06-dc1
79414/08-dc1,1028.47,,open-space-and-leisure,79414/08-da,local-authority-eng:BOL,2020-03-31,2009-04-06,,/developer-agreement-contribution/local-authority-eng/BOL/79414-08-dc1
76656/07-dc1,74418.51,,open-space-and-leisure,76656/07-da,local-authority-eng:BOL,2020-03-31,2007-09-18,,/developer-agreement-contribution/local-authority-eng/BOL/76656-07-dc1
84637/10-dc1,6914.21,,open-space-and-leisure,84637/10-da,local-authority-eng:BOL,2020-03-31,2011-01-06,,/developer-agreement-contribution/local-authority-eng/BOL/84637-10-dc1
84637/10-dc2,6914.21,,open-space-and-leisure,84637/10-da,local-authority-eng:BOL,2020-03-31,2011-01-06,,/developer-agreement-contribution/local-authority-eng/BOL/84637-10-dc2
78526/07-dc1,2500,,open-space-and-leisure,78526/07-da,local-authority-eng:BOL,2020-03-31,2007-12-31,,/developer-agreement-contribution/local-authority-eng/BOL/78526-07-dc1
75033/06-dc2,32447.47,,open-space-and-leisure,75033/06-da,local-authority-eng:BOL,2020-03-31,2007-04-20,,/developer-agreement-contribution/local-authority-eng/BOL/75033-06-dc2
95486/15-dc1,5000,,open-space-and-leisure,95486/15-da,local-authority-eng:BOL,2020-03-31,2016-02-29,,/developer-agreement-contribution/local-authority-eng/BOL/95486-15-dc1
93831/15-dc1,24745,,open-space-and-leisure,93831/15-da,local-authority-eng:BOL,2020-03-31,2015-09-18,,/developer-agreement-contribution/local-authority-eng/BOL/93831-15-dc1
97826/16-dc1,19300,,open-space-and-leisure,97826/16-da,local-authority-eng:BOL,2020-03-31,2017-03-13,,/developer-agreement-contribution/local-authority-eng/BOL/97826-16-dc1
95151/15-dc1,9400,,open-space-and-leisure,95151/15-da,local-authority-eng:BOL,2020-03-31,2016-06-15,,/developer-agreement-contribution/local-authority-eng/BOL/95151-15-dc1
00940/17-dc1,4950,,open-space-and-leisure,00940/17-da,local-authority-eng:BOL,2020-03-31,2017-09-25,,/developer-agreement-contribution/local-authority-eng/BOL/00940-17-dc1
96178/16-dc1,4950,,open-space-and-leisure,96178/16-da,local-authority-eng:BOL,2020-03-31,2016-09-15,,/developer-agreement-contribution/local-authority-eng/BOL/96178-16-dc1
97199/16-dc1,38995.82,,open-space-and-leisure,97199/16-da,local-authority-eng:BOL,2020-03-31,2017-01-12,,/developer-agreement-contribution/local-authority-eng/BOL/97199-16-dc1
02435/17-dc1,4850,,open-space-and-leisure,02435/17-da,local-authority-eng:BOL,2020-03-31,2018-06-11,,/developer-agreement-contribution/local-authority-eng/BOL/02435-17-dc1
97377/16-dc1,13579.93,,open-space-and-leisure,97377/16-da,local-authority-eng:BOL,2020-03-31,2017-07-05,,/developer-agreement-contribution/local-authority-eng/BOL/97377-16-dc1
04044/18-dc2,9560.06,,open-space-and-leisure,04044/18-da,local-authority-eng:BOL,2020-03-31,2018-11-01,,/developer-agreement-contribution/local-authority-eng/BOL/04044-18-dc2
01595/17-dc1,85516.33,,open-space-and-leisure,01595/17-da,local-authority-eng:BOL,2020-03-31,2017-11-29,,/developer-agreement-contribution/local-authority-eng/BOL/01595-17-dc1
04748/18-dc1,5000,,open-space-and-leisure,04748/18-da,local-authority-eng:BOL,2020-03-31,2019-03-29,,/developer-agreement-contribution/local-authority-eng/BOL/04748-18-dc1
93610/15-dc1,14588.16,,open-space-and-leisure,93610/15-da,local-authority-eng:BOL,2020-03-31,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/93610-15-dc1
78010/07-dc1,23045.55,,open-space-and-leisure,78010/07-da,local-authority-eng:BOL,2020-03-31,2010-09-22,,/developer-agreement-contribution/local-authority-eng/BOL/78010-07-dc1
94158/15-dc2,3034.84,,open-space-and-leisure,94158/15-da,local-authority-eng:BOL,2020-03-31,2015-11-05,,/developer-agreement-contribution/local-authority-eng/BOL/94158-15-dc2
55705/99-dc1,34150,,highways,55705/99-da,local-authority-eng:BOL,2020-03-31,2001-01-05,,/developer-agreement-contribution/local-authority-eng/BOL/55705-99-dc1
62817/02-dc1,2470,,highways,62817/02-da,local-authority-eng:BOL,2020-03-31,2003-04-15,,/developer-agreement-contribution/local-authority-eng/BOL/62817-02-dc1
57008/00-dc1,9400,,highways,57008/00-da,local-authority-eng:BOL,2020-03-31,2002-01-18,,/developer-agreement-contribution/local-authority-eng/BOL/57008-00-dc1
70243/05-dc1,61870,,highways,70243/05-da,local-authority-eng:BOL,2020-03-31,2005-08-19,,/developer-agreement-contribution/local-authority-eng/BOL/70243-05-dc1
69393/04-dc1,1500,,highways,69393/04-da,local-authority-eng:BOL,2020-03-31,2004-12-10,,/developer-agreement-contribution/local-authority-eng/BOL/69393-04-dc1
66201/03-dc1,49000,,highways,66201/03-da,local-authority-eng:BOL,2020-03-31,2003-12-29,,/developer-agreement-contribution/local-authority-eng/BOL/66201-03-dc1
70143/05-dc1,41333.97,,highways,70143/05-da,local-authority-eng:BOL,2020-03-31,2005-05-16,,/developer-agreement-contribution/local-authority-eng/BOL/70143-05-dc1
74472/06-dc1,20606.84,,highways,74472/06-da,local-authority-eng:BOL,2020-03-31,2006-12-06,,/developer-agreement-contribution/local-authority-eng/BOL/74472-06-dc1
69252/04-dc1,29200,,highways,69252/04-da,local-authority-eng:BOL,2020-03-31,2005-06-21,,/developer-agreement-contribution/local-authority-eng/BOL/69252-04-dc1
70897/05-dc1,9994,,highways,70897/05-da,local-authority-eng:BOL,2020-03-31,2006-02-03,,/developer-agreement-contribution/local-authority-eng/BOL/70897-05-dc1
69193/04-dc1,3000,,highways,69193/04-da,local-authority-eng:BOL,2020-03-31,2004-11-25,,/developer-agreement-contribution/local-authority-eng/BOL/69193-04-dc1
76893/07-dc1,22138.6,,highways,76893/07-da,local-authority-eng:BOL,2020-03-31,2007-07-12,,/developer-agreement-contribution/local-authority-eng/BOL/76893-07-dc1
77289/97-dc1,46281.25,,highways,77289/97-da,local-authority-eng:BOL,2020-03-31,2008-12-11,,/developer-agreement-contribution/local-authority-eng/BOL/77289-97-dc1
79100/07-dc1,2470,,highways,79100/07-da,local-authority-eng:BOL,2020-03-31,2008-02-27,,/developer-agreement-contribution/local-authority-eng/BOL/79100-07-dc1
72898/05-dc1,42675,,highways,72898/05-da,local-authority-eng:BOL,2020-03-31,2006-06-08,,/developer-agreement-contribution/local-authority-eng/BOL/72898-05-dc1
76656/07-dc2,24946,,highways,76656/07-da,local-authority-eng:BOL,2020-03-31,2007-09-18,,/developer-agreement-contribution/local-authority-eng/BOL/76656-07-dc2
92078/14-dc1,53045.26,,highways,92078/14-da,local-authority-eng:BOL,2020-03-31,2014-11-13,,/developer-agreement-contribution/local-authority-eng/BOL/92078-14-dc1
91959/14-dc1,21913.6,,highways,91959/14-da,local-authority-eng:BOL,2020-03-31,2014-08-13,,/developer-agreement-contribution/local-authority-eng/BOL/91959-14-dc1
91081/13-dc1,2286.9,,highways,91081/13-da,local-authority-eng:BOL,2020-03-31,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc1
91081/13-dc2,6930,,highways,91081/13-da,local-authority-eng:BOL,2020-03-31,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc2
86445/11-dc1,24250,,highways,86445/11-da,local-authority-eng:BOL,2020-03-31,2011-12-20,,/developer-agreement-contribution/local-authority-eng/BOL/86445-11-dc1
96670/16-dc1,24638.44,,highways,96670/16-da,local-authority-eng:BOL,2020-03-31,2015-06-08,,/developer-agreement-contribution/local-authority-eng/BOL/96670-16-dc1
97377/16-dc2,4303.03,,highways,97377/16-da,local-authority-eng:BOL,2020-03-31,2017-07-05,,/developer-agreement-contribution/local-authority-eng/BOL/97377-16-dc2
04044/18-dc1,4480.27,,highways,04044/18-da,local-authority-eng:BOL,2020-03-31,2018-11-01,,/developer-agreement-contribution/local-authority-eng/BOL/04044-18-dc1
03484/18-dc1,25273.36,,highways,03484/18-da,local-authority-eng:BOL,2020-03-31,2018-11-14,,/developer-agreement-contribution/local-authority-eng/BOL/03484-18-dc1
91081/13-dc3,63654.18,,highways,91081/13-da,local-authority-eng:BOL,2020-03-31,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc3
78010/07-dc2,17936.47,,highways,78010/07-da,local-authority-eng:BOL,2020-03-31,2010-09-22,,/developer-agreement-contribution/local-authority-eng/BOL/78010-07-dc2
88121/12-dc1,18051.37,,highways,88121/12-da,local-authority-eng:BOL,2020-03-31,2010-12-31,,/developer-agreement-contribution/local-authority-eng/BOL/88121-12-dc1
75230/06-dc1,20532.09,,highways,75230/06-da,local-authority-eng:BOL,2020-03-31,2007-07-19,,/developer-agreement-contribution/local-authority-eng/BOL/75230-06-dc1
87062/11-dc1,19304.01,,affordable-housing,87062/11-da,local-authority-eng:BOL,2020-03-31,2012-05-14,,/developer-agreement-contribution/local-authority-eng/BOL/87062-11-dc1
93070/14-dc1,23266.93,,affordable-housing,93070/14-da,local-authority-eng:BOL,2020-03-31,2015-03-10,,/developer-agreement-contribution/local-authority-eng/BOL/93070-14-dc1
84637/10-dc3,117382.27,,affordable-housing,84637/10-da,local-authority-eng:BOL,2020-03-31,2011-01-06,,/developer-agreement-contribution/local-authority-eng/BOL/84637-10-dc3
74472/06-dc2,349960.86,,affordable-housing,74472/06-da,local-authority-eng:BOL,2020-03-31,2006-12-06,,/developer-agreement-contribution/local-authority-eng/BOL/74472-06-dc2
02335/17-dc1,24823.75,,affordable-housing,02335/17-da,local-authority-eng:BOL,2020-03-31,2018-03-15,,/developer-agreement-contribution/local-authority-eng/BOL/02335-17-dc1
94158/15-dc1,40997.92,,affordable-housing,94158/15-da,local-authority-eng:BOL,2020-03-31,2015-11-05,,/developer-agreement-contribution/local-authority-eng/BOL/94158-15-dc1
96218/16-dc1,131676.91,,affordable-housing,96218/16-da,local-authority-eng:BOL,2020-03-31,2015-12-16,,/developer-agreement-contribution/local-authority-eng/BOL/96218-16-dc1
67274/04-dc1,812.88,,affordable-housing,67274/04-da,local-authority-eng:BOL,2020-03-31,2004-06-04,,/developer-agreement-contribution/local-authority-eng/BOL/67274-04-dc1
72253/05-dc1,314050.58,,affordable-housing,72253/05-da,local-authority-eng:BOL,2020-03-31,2006-06-26,,/developer-agreement-contribution/local-authority-eng/BOL/72253-05-dc1
90539/13-dc1,361381.1,,transport-and-travel,90539/13-da,local-authority-eng:BOL,2020-03-31,2014-04-17,,/developer-agreement-contribution/local-authority-eng/BOL/90539-13-dc1
97377/16-dc3,125102.9,,education,97377/16-da,local-authority-eng:BOL,2020-03-31,2017-07-05,,/developer-agreement-contribution/local-authority-eng/BOL/97377-16-dc3
94656/15-dc1,215549.48,,education,94656/15-da,local-authority-eng:BOL,2020-03-31,2016-10-25,,/developer-agreement-contribution/local-authority-eng/BOL/94656-15-dc1
96218/16-dc2,14830.24,,education,96218/16-da,local-authority-eng:BOL,2020-03-31,2015-12-16,,/developer-agreement-contribution/local-authority-eng/BOL/96218-16-dc2
93610/15-dc2,35489.21,,education,93610/15-da,local-authority-eng:BOL,2020-03-31,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/93610-15-dc2
96907/16-dc1,161874.36,,education,96907/16-da,local-authority-eng:BOL,2020-03-31,2018-02-05,,/developer-agreement-contribution/local-authority-eng/BOL/96907-16-dc1
02456/17-dc1,12397.1,,health,02456/17-da,local-authority-eng:BOL,2020-03-31,2018-06-14,,/developer-agreement-contribution/local-authority-eng/BOL/02456-17-dc1
91081/13-dc4,16041.32,,health,91081/13-da,local-authority-eng:BOL,2020-03-31,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc4
94158/15-dc3,241.43,,health,94158/15-da,local-authority-eng:BOL,2020-03-31,2015-11-05,,/developer-agreement-contribution/local-authority-eng/BOL/94158-15-dc3
91081/13-dc5,76280.79,,education,91081/13-da,local-authority-eng:BOL,2020-03-31,2014-11-26,,/developer-agreement-contribution/local-authority-eng/BOL/91081-13-dc5
94158/15-dc4,1349.72,,education,94158/15-da,local-authority-eng:BOL,2020-03-31,2015-11-05,,/developer-agreement-contribution/local-authority-eng/BOL/94158-15-dc4
96218/16-dc3,16874.79,,open-space-and-leisure,96218/16-da,local-authority-eng:BOL,2020-03-31,2015-12-16,,/developer-agreement-contribution/local-authority-eng/BOL/96218-16-dc3
