developer-agreement-transaction,amount,units,contribution-funding-status,developer-agreement-contribution,organisation,entry-date,start-date,end-date,slug
Affordable Housing_P/2012/01215,0,7,secured,P/2012/01215-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2012-01215
Affordable Housing_P/2012/00636,0,,secured,P/2012/00636-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2012-00636
Affordable Housing_P/2012/00795,0,8,secured,P/2012/00795-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2012-00795
Affordable Housing_P/2013/00882,0,121,secured,P/2013/00882-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2013-00882
Affordable Housing_P/2017/01652,0,22,secured,P/2017/01652-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2017-01652
Affordable Housing_P/2015/01497,0,,secured,P/2015/01497-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2015-01497
Affordable Housing_P/2018/01046,0,6,secured,P/2018/01046-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2018-01046
Affordable Housing_P/2018/00939,0,24,secured,P/2018/00939-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2018-00939
Affordable Housing_P/2019/00703,0,39,secured,P/2019/00703-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Affordable-Housing-P-2019-00703
POS_P/2015/01588,10000,0,transferred,P/2015/01588-da,local-authority-eng:EST,2020-05-28,2019-06-13,,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2015-01588
POS_P/2011/00546/CEH/PO,527500,1,secured,P/2011/00546/CEH/PO-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2011-00546-CEH-PO
POS_P/2012/01359,308256.38,0,secured,P/2012/01359-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2012-01359
POS_P/2012/00636,60000,0,secured,P/2012/00636-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2012-00636
POS_P/2014/00039,28400,0,secured,P/2014/00039-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2014-00039
POS_P/2013/01287,225000,0,secured,P/2013/01287-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2013-01287
POS_P/2013/00591,10000,0,secured,P/2013/00591-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2013-00591
POS_P/2012/01215,236000,0,secured,P/2012/01215-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/POS-P-2012-01215
POS_PA/24048/023/PO,24363.18,0,allocated,PA/24048/023/PO-da,local-authority-eng:EST,2020-05-28,2019-04-01,,/developer-agreement-transaction/local-authority-eng/EST/POS-PA-24048-023-PO
POS_OU/21444/003+4,18598.2,0,allocated,OU/21444/003+4-da,local-authority-eng:EST,2020-05-28,2019-04-01,,/developer-agreement-transaction/local-authority-eng/EST/POS-OU-21444-003-4
National Forest_P/2015/01588,7653,0,received,P/2015/01588-da,local-authority-eng:EST,2020-05-28,2019-06-11,,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-P-2015-01588
National Forest_P/2016/00523,4300,0,secured,P/2016/00523-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-P-2016-00523
National Forest_P/2017/00775,5280,0,secured,P/2017/00775-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-P-2017-00775
National Forest_PA/01445/010/JPM,8037.32,0,transferred,PA/01445/010/JPM-da,local-authority-eng:EST,2020-05-28,2019-04-01,,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-PA-01445-010-JPM
National Forest_PA/00588/070/PO,6621.6,0,transferred,PA/00588/070/PO-da,local-authority-eng:EST,2020-05-28,2019-04-01,,/developer-agreement-transaction/local-authority-eng/EST/National-Forest-PA-00588-070-PO
Sports & Leisure_P/2012/00636,171841,0,received,P/2012/00636-da,local-authority-eng:EST,2020-05-28,2020-02-20,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2012-00636
Sports & Leisure_P/2013/01287,5275,0,received,P/2013/01287-da,local-authority-eng:EST,2020-05-28,2019-06-13,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2013-01287
Sports & Leisure_P/2012/01467,497250,0,received,P/2012/01467-da,local-authority-eng:EST,2020-05-28,2019-05-14,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2012-01467
Sports & Leisure_P/2012/01467,276250,0,transferred,P/2012/01467-da,local-authority-eng:EST,2020-05-28,2019-06-24,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2012-01467
Sports & Leisure_P/2012/01467,2100,0,transferred,P/2012/01467-da,local-authority-eng:EST,2020-05-28,2019-06-24,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2012-01467
Sports & Leisure_P/2014/01563,0,1,received,P/2014/01563-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2014-01563
Sports & Leisure_P/2013/00432,40000,0,secured,P/2013/00432-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2013-00432
Sports & Leisure_P/2012/01467,52750,0,secured,P/2012/01467-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2012-01467
Sports & Leisure_P/2014/00548,46766,0,secured,P/2014/00548-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Sports---Leisure-P-2014-00548
Waste_P/2012/00636,7446,0,received,P/2012/00636-da,local-authority-eng:EST,2020-05-28,2020-02-05,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2012-00636
Waste_P/2012/00795,5637,0,received,P/2012/00795-da,local-authority-eng:EST,2020-05-28,2019-06-14,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2012-00795
Waste_P/2014/00039,3399,0,received,P/2014/00039-da,local-authority-eng:EST,2020-05-28,2020-02-12,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2014-00039
Waste_P/2017/01110,4125,0,received,P/2017/01110-da,local-authority-eng:EST,2020-05-28,2019-09-17,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2017-01110
Waste_P/2016/01847,15787,0,received,P/2016/01847-da,local-authority-eng:EST,2020-05-28,2020-02-18,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2016-01847
Waste_P/2017/00555,1382,0,received,P/2017/00555-da,local-authority-eng:EST,2020-05-28,2020-02-14,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2017-00555
Waste_P/2013/00882,45500,0,received,P/2013/00882-da,local-authority-eng:EST,2020-05-28,2019-06-05,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2013-00882
Waste_P/2012/01215,7652,0,secured,P/2012/01215-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2012-01215
Waste_P/2014/01304,6225,0,secured,P/2014/01304-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Waste-P-2014-01304
Community Facilities_P/2018/01046,250000,0,received,P/2018/01046-da,local-authority-eng:EST,2020-05-28,2019-12-02,,/developer-agreement-transaction/local-authority-eng/EST/Community-Facilities-P-2018-01046
Community Facilities_P/2012/00636,57280,0,received,P/2012/00636-da,local-authority-eng:EST,2020-05-28,2020-02-20,,/developer-agreement-transaction/local-authority-eng/EST/Community-Facilities-P-2012-00636
Bus Service_P/2018/01046,0,1,received,P/2018/01046-da,local-authority-eng:EST,2020-02-24,2019-05-22,,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2018-01046
Bus Service_P/2013/00406,0,200,secured,P/2013/00406-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2013-00406
Bus Service_P/2013/00432,0,1,secured,P/2013/00432-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2013-00432
Bus Service_P/2012/01359,0,1,secured,P/2012/01359-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2012-01359
Bus Service_P/2012/01215,0,1,secured,P/2012/01215-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2012-01215
Bus Service_P/2013/00882,0,1,secured,P/2013/00882-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Bus-Service-P-2013-00882
Cannock Chase_P/2018/00362,1150,0,secured,P/2018/00362-da,local-authority-eng:EST,2021-03-25,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Cannock-Chase-P-2018-00362
Other_P/2016/01847,0,2,secured,P/2016/01847-da,local-authority-eng:EST,2020-05-28,2020-03-31,,/developer-agreement-transaction/local-authority-eng/EST/Other-P-2016-01847
